x_title,y_title,other,xlabel,ylabel,chart_title,legend_label,legend_title,mark_label,value_label,info_deplot,caption,input,chart,h,w,left,upper,right,lower,label,conf,pdf,page
,Ratio of bank lending to GDP,Nonmortgage lending - Mortgage lending,1870 - 1880 - 1940 - 2000 - 1920 - 1910 - 1960 - 1890 - 1930 - 1900 - 1970 - 1990 - 2010 - 1950 - 1980,,http://voxeu.org/article/great-mortgaging,,,Mortgage lending - Nonmortgage lending,,TITLE | | Ratio of bank lending to GDP 1970 | 0.74 1980 | 2.15 1985 | 2.63 1980 | 1.70 1975 | 2.13 1970 | 2.48 1975 | 2.94 1985 | 3.4 1980 | 3.5,,http://voxeu.org/article/great-mortgaging  TITLE | | Ratio of bank lending to GDP 1970 | 0.74 1980 | 2.15 1985 | 2.63 1980 | 1.70 1975 | 2.13 1970 | 2.48 1975 | 2.94 1985 | 3.4 1980 | 3.5  1870 - 1880 - 1940 - 2000 - 1920 - 1910 - 1960 - 1890 - 1930 - 1900 - 1970 - 1990 - 2010 - 1950 - 1980 Ratio of bank lending to GDP    Mortgage lending - Nonmortgage lending  Nonmortgage lending - Mortgage lending,2049749_16_0,1080,1440,0.052995943,0.22194521,0.89358497,0.85829556,chart,0.9283144,2049749,16
,,SourceFederal Reserve &Census Bureau - Median Household Income Growth - Credit Card Debt Per Household Growth,1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009,200% - 800% - 400% - 600% - 100% - 0%,Credit Card Debt Per Household Growth,,,Median Household Income Growth - SourceFederal Reserve &Census Bureau - Credit Card Debt Per Household Growth,,TITLE | Source: Federal Reserve & Census Bureau | 1980 | 110.0% 1982 | 112.7% 1984 | 145.8% 1986 | 236.7% 1988 | 255.2% 1990 | 399.1% 1992 | 443.3% 1994 |,,Credit Card Debt Per Household Growth  TITLE | Source: Federal Reserve & Census Bureau | 1980 | 110.0% 1982 | 112.7% 1984 | 145.8% 1986 | 236.7% 1988 | 255.2% 1990 | 399.1% 1992 | 443.3% 1994 |  1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009 - 1980 1982 1984 1986 1988 1990 1992 1994 1996 1998 2000 2002 2004 2006 2008 2009  200% - 800% - 400% - 600% - 100% - 0%   Median Household Income Growth - SourceFederal Reserve &Census Bureau - Credit Card Debt Per Household Growth  SourceFederal Reserve &Census Bureau - Median Household Income Growth - Credit Card Debt Per Household Growth,2049749_17_0,1080,1440,0.4678227,0.46966535,0.79899126,0.8409189,chart,0.93978786,2049749,17
, percent change since 1 Cumulative,Productivity73.4% - -Hourly-compensation:91.3% - -Hourly-compensation:11.1% - Productivity96.7% - 1973-2015 - 1948-1973: - Hourly compensation - Note:Data are for average hourly compensation of production/nonsupervisory workers in the private sector and net - Chant Data - Chant Data - Productivity,1950 - 2000 - 1970 - 2010 - 1960 - 1980 - 1990,250 - 200 - 150 - 100 - 50 - 300% - 0,"compensation,1948-2015",,,Productivity - Hourly compensation - -Hourly-compensation:11.1% - -Hourly-compensation:91.3%,241.1% - 112.5%,TITLE | compensation Cumulative percent change since 1948 | Data 1950 | 3.3% 1960 | 46.9% 1970 | 80.6% 1980 | 111.1% 1990 | 142.8% 2000 | 193.5% 2010 | 233.5%,,"compensation,1948-2015  TITLE | compensation Cumulative percent change since 1948 | Data 1950 | 3.3% 1960 | 46.9% 1970 | 80.6% 1980 | 111.1% 1990 | 142.8% 2000 | 193.5% 2010 | 233.5%  1950 - 2000 - 1970 - 2010 - 1960 - 1980 - 1990  percent change since 1 Cumulative 250 - 200 - 150 - 100 - 50 - 300% - 0   Productivity - Hourly compensation - -Hourly-compensation:11.1% - -Hourly-compensation:91.3% 241.1% - 112.5% Productivity73.4% - -Hourly-compensation:91.3% - -Hourly-compensation:11.1% - Productivity96.7% - 1973-2015 - 1948-1973: - Hourly compensation - Note:Data are for average hourly compensation of production/nonsupervisory workers in the private sector and net - Chant Data - Chant Data - Productivity",2049749_17_1,1080,1440,0.019867698,0.5053203,0.47701398,0.8372027,chart,0.7568922,2049749,17
www.ekono,dGR/dPC,,75 - 05 - 15,,www.ekono,,,,,TITLE | www.ekonoo | αυθεντικά 0 | 17 1 | 11 2 | 7 3 | 1 4 | 3 5 | 14 6 | 3 7 | 1 8 | 3 9 | 1 10 | 3 11 | 1 12 | 4 13 | 3 14 |,,www.ekono  TITLE | www.ekonoo | αυθεντικά 0 | 17 1 | 11 2 | 7 3 | 1 4 | 3 5 | 14 6 | 3 7 | 1 8 | 3 9 | 1 10 | 3 11 | 1 12 | 4 13 | 3 14 | www.ekono 75 - 05 - 15 dGR/dPC      ,2049749_24_0,1080,1440,0.24702926,0.465542,0.51109236,0.9658184,chart,0.89111406,2049749,24
Sum of federal govemment and state and local govemments. Sum of household and non-financial business.,,Sources:Board of Govemors of the Federal Reserve SystemFriedman (1981) - As a percentage of GDP - Sum of federal govemment and state and local govemments. Sum of household and non-financial business. - Outstanding debt of US non-financial borrowers,2000 - 1990 - 1970 - 1960 - 2010 - 1980,100 - -200 - 300 - 50 - 150 - 250,Outstanding debt of US non-financial borrowers,Total - Private - Public,,,,"TITLE | Outstanding debt of US non-financial borrowers As a percentage of GDP Sources: Board of Governors of the Federal Reserve System, Friedman (1981). | Total | Public | Private* 1960 | 152.93 | 12.79 | 10.91 1970 | 146.78 | 12.65 | 13.90 1980 | 153.45 | 12.96 | 14.88 1990",,"Outstanding debt of US non-financial borrowers  TITLE | Outstanding debt of US non-financial borrowers As a percentage of GDP Sources: Board of Governors of the Federal Reserve System, Friedman (1981). | Total | Public | Private* 1960 | 152.93 | 12.79 | 10.91 1970 | 146.78 | 12.65 | 13.90 1980 | 153.45 | 12.96 | 14.88 1990 Sum of federal govemment and state and local govemments. Sum of household and non-financial business. 2000 - 1990 - 1970 - 1960 - 2010 - 1980  100 - -200 - 300 - 50 - 150 - 250 Total - Private - Public    Sources:Board of Govemors of the Federal Reserve SystemFriedman (1981) - As a percentage of GDP - Sum of federal govemment and state and local govemments. Sum of household and non-financial business. - Outstanding debt of US non-financial borrowers",2049749_25_0,1080,1440,0.13870603,0.45106724,0.57345337,0.8601071,chart,0.88864213,2049749,25
,,,1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010,100 - 250 - 200 - 50 - 150 - 8,"Figure 5:the share of bank credit to the FIRE sector and rising inequality,1967-",v.(%GDp.left hand axis)),,,,"Entity | Bank credit to finance and property (% GDP, left hand axis) 2010 | 8 2006 | 220 2003 | 214 2000 | 175 1997 | 150 1994 | 180 1991 | 123 1990 | 119 1989 | 127 198",,"Figure 5:the share of bank credit to the FIRE sector and rising inequality,1967-  Entity | Bank credit to finance and property (% GDP, left hand axis) 2010 | 8 2006 | 220 2003 | 214 2000 | 175 1997 | 150 1994 | 180 1991 | 123 1990 | 119 1989 | 127 198  1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010 - 1967 1970 1973 1976 19791982 1985 1988 1991 1994 1997 2000 2003 2006 2010  100 - 250 - 200 - 50 - 150 - 8 v.(%GDp.left hand axis))    ",2049749_37_0,1080,1440,0.20794268,0.14953914,0.68841857,0.6455783,chart,0.7802503,2049749,37
,Mird.eury,Saltiniai: Lietuvos bankas ir Lietuvos banko skaiciavimai,2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016,10 - 8 - 6 - 4 - 12 - 2,Mird.eury,Ne finansy imonems - Namy akiams,,,,"TITLE | | Ne finansų jmončims | Namu ūkiams Šaitiniai: Lietuvos bankas ir Lietuvos banko skaïčiavimai. Pastaba: nominaliei duomenvs. Arslyvo patīkamos naujinos, pakkettos. | 8.247 2006 | 4.744 2007 | 6.439 2008 | 9.07",,"Mird.eury  TITLE | | Ne finansų jmončims | Namu ūkiams Šaitiniai: Lietuvos bankas ir Lietuvos banko skaïčiavimai. Pastaba: nominaliei duomenvs. Arslyvo patīkamos naujinos, pakkettos. | 8.247 2006 | 4.744 2007 | 6.439 2008 | 9.07  2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 - 2006 2007 2008 2009 20102011 20122013 2014 2015 2016 Mird.eury 10 - 8 - 6 - 4 - 12 - 2 Ne finansy imonems - Namy akiams    Saltiniai: Lietuvos bankas ir Lietuvos banko skaiciavimai",2049749_45_0,1080,1440,0.010686646,0.147498,0.40820158,0.6070317,chart,0.88910943,2049749,45
,Procentiniai punktai,Saltiniai Lietuvos bankas ir Lietuvos banko skaiciavimai. - 21 pav.PF paskoly privaciajam ne finansy sektoriui portfelio,2016 - 2013 - 2015 - 2014 - 2012,-6 - -4 - -2 - 0 - 2 - 4 - 6 - 8 - 9 - 0 - -6 - -4,"21 pav.PF paskoly privaciajam ne finansy sektoriui portfelio Procentai, pokytis per metus",Paskolos namy akiams vartojimui ir kitoms reikmems - Paskolos privaciajam ne finansu sektoriui (skale desineje - Paskolos namy akiams bustui jsigyti - Paskolos ne finansy bendrovems - Saltiniai Lietuvos bankas ir Lietuvos banko skaiciavimai.,,,,"Entity | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 Šaltiniai: | 21.14 | 8.10 | 4.06 | 2.6 | 4.2 | 4.7 | 6.0 Procentai, pokytis per metus | -1.55 | -0.77 | -3.18 | 0.0 | 1",,"21 pav.PF paskoly privaciajam ne finansy sektoriui portfelio Procentai, pokytis per metus  Entity | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 Šaltiniai: | 21.14 | 8.10 | 4.06 | 2.6 | 4.2 | 4.7 | 6.0 Procentai, pokytis per metus | -1.55 | -0.77 | -3.18 | 0.0 | 1  2016 - 2013 - 2015 - 2014 - 2012 Procentiniai punktai -6 - -4 - -2 - 0 - 2 - 4 - 6 - 8 - 9 - 0 - -6 - -4 Paskolos namy akiams vartojimui ir kitoms reikmems - Paskolos privaciajam ne finansu sektoriui (skale desineje - Paskolos namy akiams bustui jsigyti - Paskolos ne finansy bendrovems - Saltiniai Lietuvos bankas ir Lietuvos banko skaiciavimai.    Saltiniai Lietuvos bankas ir Lietuvos banko skaiciavimai. - 21 pav.PF paskoly privaciajam ne finansy sektoriui portfelio",2049749_45_1,1080,1440,0.48573878,0.06513246,0.8833469,0.5537477,chart,0.8034222,2049749,45
,,,2009 - 2011 - 2013 - 2015 - 2007,-4 - -2 - 12 - 14 - 10 - 4 - 6 - 2 - 0 - 8 - 0,,MFI loans to private sector - M3,,,,TITLE | | M3: | MFI loans to private sector Source: | 10 | 11 2007 | 13 | 12 2009 | 0 | 1 2011 | 1 | 2 2013 | 3 | 1 2015 | 5 | 1 2016 | 6 | 2 2017 | 4 | 14,,  TITLE | | M3: | MFI loans to private sector Source: | 10 | 11 2007 | 13 | 12 2009 | 0 | 1 2011 | 1 | 2 2013 | 3 | 1 2015 | 5 | 1 2016 | 6 | 2 2017 | 4 | 14  2009 - 2011 - 2013 - 2015 - 2007  -4 - -2 - 12 - 14 - 10 - 4 - 6 - 2 - 0 - 8 - 0 MFI loans to private sector - M3    ,2049749_8_0,1080,1440,0.15041251,0.49231696,0.47795117,0.91175485,chart,0.7495327,2049749,8
,,"(annual percentage changes,p.p. contributions) - Counterparts of M3",2012 - 2016 - 2013 - 2011 - 2010 - 2014 - 2015,-6 - -2 - 4 - 4 - 8 - 6 - 0 - 10 - 2 - -6 - 0 - -4 - -2 - 10,"(annual percentage changes,p.p. contributions)","Credit to private sector - MFls'net external assets - Other domestic counterparts - -M3 - General government debt securities held by Eurosystem - General government debt securities held by MFls excl. Eurosystem General government debt securities held by Eurosystem - (annual percentage changes,p.p. contributions)",,,,"TITLE | Counterparts of M3 (annual percentage changes, p.p. contributions) | Other domestic counterparts | Credit to private sector | General government debt securities held by MFIs excl. Eurosystem | General government debt securities held by Eurosystem | MFIs' net external assets M3 2010 | -1.22 | -1.73 | -3.42 | -2.03 | -0.89 2011 | -0.98 | -0.25 | -2.61 | -1.34 | -3",,"(annual percentage changes,p.p. contributions)  TITLE | Counterparts of M3 (annual percentage changes, p.p. contributions) | Other domestic counterparts | Credit to private sector | General government debt securities held by MFIs excl. Eurosystem | General government debt securities held by Eurosystem | MFIs' net external assets M3 2010 | -1.22 | -1.73 | -3.42 | -2.03 | -0.89 2011 | -0.98 | -0.25 | -2.61 | -1.34 | -3  2012 - 2016 - 2013 - 2011 - 2010 - 2014 - 2015  -6 - -2 - 4 - 4 - 8 - 6 - 0 - 10 - 2 - -6 - 0 - -4 - -2 - 10 Credit to private sector - MFls'net external assets - Other domestic counterparts - -M3 - General government debt securities held by Eurosystem - General government debt securities held by MFls excl. Eurosystem General government debt securities held by Eurosystem - (annual percentage changes,p.p. contributions)    (annual percentage changes,p.p. contributions) - Counterparts of M3",2049749_8_1,1080,1440,0.4946145,0.3845406,0.82225966,0.88507277,chart,0.728705,2049749,8
,Procentiniai punktai,,2005 - 2001 - 2003 - 2015 - 2011 - 2009 - 2013 - 2007,-20 - -10 - -15 - -25 - -5 - 10 - 15 - 20 - 5 - 0,tendencijos tendencijos,Atotrukis taikant prognoze - Atotrukis pagal standartizuota Bazelio metoda,,,,TITLE | tendencijos Year | Atorūkis pagal standardizuotą Bazelio metodą | Atorūkis taikant prognoze 2001 | -1.59 | -5.51 2003 | 0.98 | 1.42 2005 | 6.58 | 8.09 2007 | 15.23 | 15.03 2009 | 8.39,,tendencijos tendencijos  TITLE | tendencijos Year | Atorūkis pagal standardizuotą Bazelio metodą | Atorūkis taikant prognoze 2001 | -1.59 | -5.51 2003 | 0.98 | 1.42 2005 | 6.58 | 8.09 2007 | 15.23 | 15.03 2009 | 8.39  2005 - 2001 - 2003 - 2015 - 2011 - 2009 - 2013 - 2007 Procentiniai punktai -20 - -10 - -15 - -25 - -5 - 10 - 15 - 20 - 5 - 0 Atotrukis taikant prognoze - Atotrukis pagal standartizuota Bazelio metoda    ,2049749_9_0,1080,1440,0.1710467,0.41026407,0.75346696,0.8259979,chart,0.8208895,2049749,9
"Note:The general govenment definition incudes the centra state, and local levels of govemment as well as social security funds.For Canada this indudes the federalprovincial/terrtorial and local government sectors,",,"General Government Net Debt, G7 Countries - 200 - Chart 40 - Note:The general govenment definition incudes the centra state, and local levels of govemment as well as social security funds.For Canada this indudes the federalprovincial/terrtorial and local government sectors,",United Kingdom - United States - Germany - Canada - Italy - Japan - France,50 - 150 - 100,"General Government Net Debt, G7 Countries",2019 - 2020,,,,"TITLE | Chart 40 General Government Net Debt, G7 Countries Country | Chart 40 General Government Net Debt, G7 Countries Canada | 13.93 Germany | 48.38 United Kingdom | 91.11 United States | 81.23 France | 85.27 Italy | 123.48 Japan | 166.58",,"General Government Net Debt, G7 Countries  TITLE | Chart 40 General Government Net Debt, G7 Countries Country | Chart 40 General Government Net Debt, G7 Countries Canada | 13.93 Germany | 48.38 United Kingdom | 91.11 United States | 81.23 France | 85.27 Italy | 123.48 Japan | 166.58 Note:The general govenment definition incudes the centra state, and local levels of govemment as well as social security funds.For Canada this indudes the federalprovincial/terrtorial and local government sectors, United Kingdom - United States - Germany - Canada - Italy - Japan - France  50 - 150 - 100 2019 - 2020    General Government Net Debt, G7 Countries - 200 - Chart 40 - Note:The general govenment definition incudes the centra state, and local levels of govemment as well as social security funds.For Canada this indudes the federalprovincial/terrtorial and local government sectors,",2127440_1_0,1536,1187,0.06327683,0.69076294,0.5015559,0.90511554,chart,0.90010685,2127440,1
,Percent of GDP,Caution Required:Comparing Canada's Debt to that of Other Countries - Figure 1:Net Debt as a Share of GDP (2020)for Select Advanced Countries,,-20 - 160 - 20 - 140 - 180 - 100 - 40 - 60 - 120 - 80,Caution Required:Comparing Canada's Debt to that of Other Countries Figure 1:Net Debt as a Share of GDP (2020)for Select Advanced Countries,,,,,TITLE | Figure 1: Net Debt as a Share of GDP (2020) for Select Advanced Countries Country | net debt Luxembourg | -1.52 Estonia | -0.46 Sweden | 3.65 New Zealand | 1.03 Denmark | 1.15 Fixed0 | 1.24 2000 | 2.05 2002 | 2.26 2004 | 2.55 2006 | 2,,Caution Required:Comparing Canada's Debt to that of Other Countries Figure 1:Net Debt as a Share of GDP (2020)for Select Advanced Countries  TITLE | Figure 1: Net Debt as a Share of GDP (2020) for Select Advanced Countries Country | net debt Luxembourg | -1.52 Estonia | -0.46 Sweden | 3.65 New Zealand | 1.03 Denmark | 1.15 Fixed0 | 1.24 2000 | 2.05 2002 | 2.26 2004 | 2.55 2006 | 2   Percent of GDP -20 - 160 - 20 - 140 - 180 - 100 - 40 - 60 - 120 - 80     Caution Required:Comparing Canada's Debt to that of Other Countries - Figure 1:Net Debt as a Share of GDP (2020)for Select Advanced Countries,2127440_2_0,1536,1187,0.05678613,0.0,0.9467013,0.561292,chart,0.7796748,2127440,2
,,,/an,-20 - -5 - -10 - -15 - 10 - 0,Figure 3:Change in Rank from Net Debt to Gross Debt (2020),,,,,TITLE | Figure 3: Change in Rank from Net Debt to Gross Debt (2020) Country | Change in debt Australia | -1.1 Austria | -1.57 Belgium | -1.0 Canada | -12.40 Czech Republic | -12.88 Denmark | -1.24 Estonia | 0.77 Finland | -0.45 France | -13.10 Germany | -15.87 Iceland | 1.,,Figure 3:Change in Rank from Net Debt to Gross Debt (2020)  TITLE | Figure 3: Change in Rank from Net Debt to Gross Debt (2020) Country | Change in debt Australia | -1.1 Austria | -1.57 Belgium | -1.0 Canada | -12.40 Czech Republic | -12.88 Denmark | -1.24 Estonia | 0.77 Finland | -0.45 France | -13.10 Germany | -15.87 Iceland | 1.  /an  -20 - -5 - -10 - -15 - 10 - 0     ,2127440_3_0,1536,1187,0.031750333,0.52609885,0.969072,0.88895607,chart,0.80888486,2127440,3
,Percent of GDP,Figure2:Gross Debt as a Share of GDP (2020) for Select Advanced Countries - Caution Required:Comparing Canada's Debt to that of Other Countries,oe,300 - 200 - 250 - 100 - 150 - 50,Caution Required:Comparing Canada's Debt to that of Other Countries Figure2:Gross Debt as a Share of GDP (2020) for Select Advanced Countries,,,,,"TITLE | Figure 2: Gross Debt as a Share of GDP (2020) for Select Advanced Countries Country | Depth of the | Gross Debt Estonia | 17.46 | 22.84 Luxembourg, China | 25.0 | 23.71 | 26.52 Taiwan-Proince, China | 24.0 | 25.95 | 28.30 Czech Republic | 35.8 | 36.52 | 3",,"Caution Required:Comparing Canada's Debt to that of Other Countries Figure2:Gross Debt as a Share of GDP (2020) for Select Advanced Countries  TITLE | Figure 2: Gross Debt as a Share of GDP (2020) for Select Advanced Countries Country | Depth of the | Gross Debt Estonia | 17.46 | 22.84 Luxembourg, China | 25.0 | 23.71 | 26.52 Taiwan-Proince, China | 24.0 | 25.95 | 28.30 Czech Republic | 35.8 | 36.52 | 3  oe Percent of GDP 300 - 200 - 250 - 100 - 150 - 50     Figure2:Gross Debt as a Share of GDP (2020) for Select Advanced Countries - Caution Required:Comparing Canada's Debt to that of Other Countries",2127440_3_1,1536,1187,0.05704281,0.0,0.9456559,0.45877093,chart,0.68892545,2127440,3
,,,"Employed in Selected Area,Live Outside:151,409",,"Live in Selected Area,Employed Outside:174,888","Live in Selected Area,Employed Outside:174,888 - Employed and Live in Selected Area:69,918 - Employed in Selected Area,Live Outside:151,409",,,,"TITLE | Employed in Selected Area, Live Outside: 151,409 | Live in Selected Area, Employed Outside: 174,888 | Employed and Live in Selected Area: 69,918 Employed in Selected Area, Live Outside: 151,409 | 151,409 | 151,409",,"Live in Selected Area,Employed Outside:174,888  TITLE | Employed in Selected Area, Live Outside: 151,409 | Live in Selected Area, Employed Outside: 174,888 | Employed and Live in Selected Area: 69,918 Employed in Selected Area, Live Outside: 151,409 | 151,409 | 151,409  Employed in Selected Area,Live Outside:151,409   Live in Selected Area,Employed Outside:174,888 - Employed and Live in Selected Area:69,918 - Employed in Selected Area,Live Outside:151,409    ",2151932_12_0,1536,1187,0.3730753,0.34581313,0.63431543,0.5163486,chart,0.65497094,2151932,12
Year,Number,SourceState Demography Office and U.S.Bureau of Economic AnalysisPrint Date:04/07/2021,2019 - 1985 - 2005 - 2000 - 2010 - 1990 - 2015 - 1995,"5.000 - 10,000",Job Growth and Net Migration,Net Migration - fo,,,,TITLE | Job Growth and Net Migration Year | Job | Net Migration 1985 | 1797 | 683 1990 | 5689 | 6981 1995 | 7086 | 7158 2000 | 454 | 1144 2005 | 6024 | 4670 2010 | 5963 | 5961 2,,"Job Growth and Net Migration  TITLE | Job Growth and Net Migration Year | Job | Net Migration 1985 | 1797 | 683 1990 | 5689 | 6981 1995 | 7086 | 7158 2000 | 454 | 1144 2005 | 6024 | 4670 2010 | 5963 | 5961 2 Year 2019 - 1985 - 2005 - 2000 - 2010 - 1990 - 2015 - 1995 Number 5.000 - 10,000 Net Migration - fo    SourceState Demography Office and U.S.Bureau of Economic AnalysisPrint Date:04/07/2021",2151932_13_0,1536,1187,0.25233307,0.62686133,0.745655,0.9305663,chart,0.94109356,2151932,13
