table,h,w,left,upper,right,lower,label,conf,image,height,paddle_ocr,pdf,page
2062555_36_0,1536,1188,0.08904378,0.124097796,0.91046125,0.3669078,table,0.94630635,../data/bo767_bs16/2062555_36.jpg,0.20234167,"(DB HIGHWAY-PART-TOWN Budget Summary CodeDescription 2011 EdpCode 2012 Estimated Revenues Est Rev-Real Property Taxes 1,072,593 DB1049N 1,035,842 Est Rev-Non Property Tax Items 145,000 DB1199N 150,000 EsT.ReV.-Intergovernmental Charges 35,000 DB2399N 36,000 Est Rev-Use of Money And Property 1,000 DB2499N 1,250 Est Rev-State Aid 0 DB3099N 0 Est Rev-Federal Aid 0 DB4099N 0 TOTAL Estimated Revenues 1,253,593 1,223,092 Estimated-Interfund Transfer 0 DB5031N 0 TOTAL Estimated Other Sources 0 0 TOTAL Estimated Revenues And Other Sources 1,253,593 1,223,092",2062555,36
2062555_37_0,1536,1188,0.0734661,0.1422281719999999,0.90050006,0.2860898,table,0.95681435,../data/bo767_bs16/2062555_37.jpg,0.11988469,"Budget Summary Code Description 2011 EdpCode 2012 Appropriations App-Transportation 878,703 DB5999N 877.020 App-Employee Benefits 313,615 DB9199N 264,797 App-Debt Service 61,275 DB9899N 81,275 TOTAL Appropriations 1,253,593 1,223,092 TOTAL Appropriations And Other Uses 1,253,593 1,223,092",2062555,37
2062555_3_0,1536,1188,0.07306953,0.071742814,0.9594062,0.58110595,table,0.97624606,../data/bo767_bs16/2062555_3.jpg,0.4244692799999999,"For the Fiscal Year Ending 2011 (A)GENERAL Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 148.043 A600 53,407 TOTAL Accounts Payable 148,043 53,407 Accrued Liabilities 11,128 A601 5,919 TOTAL Accrued Liabilities 11,128 5,919 Due To Other Funds 138,069 A630 54,902 TOTAL Due To Other Funds 138,069 54,902 Due To Other Governments 96,300 A631 109,390 TOTAL Due To Other Governments 96,300 109,390 Deferred Revenues 77,571 A691 88,650 TOTAL Deferred Revenues 77,571 88,650 TOTAL Liabilities 471,111 312,268 Reserve For Encumbrances 20,000 A821 TOTAL Reserve For Encumbrances 20,000 0 Not in Spendable Form A806 56,588 TOTAL Nonspendable Fund Balance 0 56,588 Unreserved Fund Balance Appropriated 100,000 A910 Additional Description 0 Assigned Appropriated Fund Balance A914 25,000 Assigned Unappropriated Fund Balance A915 532,185 TOTAL Assigned Fund Balance 100,000 557,18 Unreserved Fund Balance Unappropriated 340,925 A911 TOTAL Unassigned Fund Balance 340,925 TOTAL Fund Equity 460,925 613,773 TOTAL Liabilities And Fund Equity 932,036 926,041",2062555,3
2062555_42_0,1536,1188,0.08864289,0.13428703,0.94234407,0.23283343,table,0.7328689,../data/bo767_bs16/2062555_42.jpg,0.082122,Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year EM8021 Restated Fund Equity-Beg of Year EM8022 Fund Equity-End of Year EM8029,2062555,42
2062555_44_0,1536,1188,0.08686582,0.117658406,0.93217915,0.30843395,table,0.9587489,../data/bo767_bs16/2062555_44.jpg,0.15897962,"ER) ENTERPRISERECREATION Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash 12,118 ER200 17,116 TOTAL Cash 12,118 17,116 Accounts Receivable 1,486 ER380 763 TOTAL Other Receivables (net) 1,486 763 Due From Other Funds 1,280 ER391 875 TOTAL Due From Other Funds 1,280 875 TOTAL Assets 14,884 18,754",2062555,44
2062555_45_0,1536,1188,0.07364126,0.116242804,0.9619548,0.3441622,table,0.96718264,../data/bo767_bs16/2062555_45.jpg,0.1899328299999999,"ER) ENTERPRISE RECREATION Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 421 ER600 190 TOTAL Accounts Payable 421 190 Due To Other Funds 92 ER630 1 TOTAL Due To Other Funds 92 TOTAL Liabilities 513 191 Net Assets-Unrestricted (deficit) 14,371 ER924 18,563 TOTAL Retained Earnings 14,371 18,563 TOTAL Fund Equity 14,371 18,563 TOTAL Liabilities And Fund Equity 14,884 18,754",2062555,45
2062555_46_0,1536,1188,0.09044031,0.124684536,0.92286503,0.3042876,table,0.9625351,../data/bo767_bs16/2062555_46.jpg,0.14966922,"Results of Operation Code Description 2010 EdpCode 2011 Revenues Park And Recreational Charges 86,279 ER2001 115,412 TOTAL Charges For Services Within Locality 86,279 115,412 Interest And Earnings 59 ER2401 65 TOTAL Use of Money And Property 59 65 TOTAL Revenues 86,338 115,477 TOTAL Operating Revenue 86,338 115,477",2062555,46
2062555_47_0,1536,1188,0.068573885,0.0911435899999999,0.9201926,0.50361305,table,0.8742111,../data/bo767_bs16/2062555_47.jpg,0.34372455,"(ER) ENTERPRISE RECREATION Results of Operation Code Description 2010 EdpCode 2011 Expenses Playground & Recreation Centers-Pers Sery 61,337 ER71401 78,551 TOTAL Playground & Recreation Centers-Pers Serv 61,337 78,551 TOTAL Personal Services 61,337 78,551 Payment of Mta Payroll Tax, Contr Expend ER19804 267 TOTAL Payment of Mta Payroll Tax 0 267 Playground & Recreation Centers-Contr Expe 24.750 ER71404 21.448 TOTAL Playground & Recreation Centers-Contr Expe 24,750 21,448 TOTAL Contractual Expenses 24,750 21,715 Special Recreation Facilities-Empl Bnfts 4,872 ER71808 6,019 TOTAL Special Recreation Facllities-Empl Bnfts 4,872 6,019 TOTAL Employee Benefits 4,872 6,019 TOTAL Expenses 90,959 106,285 Transfers,Other Funds ER99019 5,000 TOTAL Transfers 0 5,000 TOTAL Other Uses 0 5,000 TOTAL Operating Expenses 90,959 111,285",2062555,47
2062555_48_0,1536,1188,0.0880881,0.122900584,0.92868114,0.28105432,table,0.9383552,../data/bo767_bs16/2062555_48.jpg,0.13179478,"NTERPRISE RECREATION Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year 61,164 ER8021 14,371 Prior Period Adj-Decrease In Fund Equity 42,172 ER8015 Restated Fund Equity-Beg of Year 18,992 ER8022 14,371 ADD-REVENUES AND OTHER SOURCES 86,338 115,477 DEDUCT-EXPENDITURES AND OTHERUSES 90,959 111,285 Fund Equity-End of Year 14,371 ER8029 18,563",2062555,48
2062555_4_0,1536,1188,0.08549877,0.0,0.91960686,0.9620383,table,0.96405786,../data/bo767_bs16/2062555_4.jpg,0.8146442700000001,"TOWN OF Pawling Annual Update Document For the Fiscal Year Ending 2011 (A) GENERAL Results of Operation Code Description 2010 EdpCode2011 Revenues Real Property Taxes 2,618,198 A1001 2,365,072 TOTAL Real Property Taxes 2,618,198 2,365,072 Other Payments In Lieu of Taxes 2,606 A1081 3,131 Interest & Penalties On Real Prop Taxes 23,843 A1090 30,290 TOTAL Real Property Tax Items 26,449 33,421 Non Prop Tax Dist By County 181,007 A1120 221,011 Franchises 33,265 A1170 34.447 TOTAL Non Property Tax Items 214,272 255,458 Tax Collector Fees 500 A1232 484 Clerk Fees 7,292 A1255 4,786 Public Pound Charges,Dog Control Fees 1,305 A1550 1,177 Park And Recreational Charges 44,713 A2001 55,102 Special Recreational Facility Charges 188,620 A2025 168,929 Contributions,Private Agencies-Youth A2070 Refuse & Garbage Charges 277,243 A2130 268,409 TOTAL Departmental Income 519,673 498,887 Misc Revenue, Other Govts 4,500 A2389 TOTAL Intergovernmental Charges 4,500 Interest And Earnings 2,745 A2401 4,559 Rental of Real Property 20,400 A2410 20,400 TOTAL Use of Money And Propertys 23,145 24,959 Bingo Licenses 70 A2540 307 Dog Licenses 4,018 A2544 4,847 Permits,Other 530 A2590 310 TOTAL Licenses And Permits 4,618 5,464 Fines And Forfeited Bail 42,569 A2610 33,470 Forfeitures of Deposits 213,671 A2620 TOTAL Fines And Forfeitures 256,240 33,470 Sales of Refuse For Recycling 14,159 A2651 14,045 Insurance Recoveries A2680 TOTAL Sale of Property And Compensation For Loss 14,159 14,045 Refunds ofPrior Year's Expenditures 5,217 A2701 1,915 Gifts And Donations 1,275 A2705 Unclassified (specify) A2770 14,686 Additional Description Tranfers-Parkland Trust 8751.,Hoffman Trust 5935 TOTAL Miscellaneous Local Sources 6,492 16,601 St Aid,Revenue Sharing 17,306 A3001 17,160 St Aid,Mortgage Tax 178,692 A3005 180,387 St Aid,Real Property Tax Administration A3040 St Aid-Other (specify) 4,401 A3089 TOTAL State Aid 200,399 197,547 Fed Aid Emergency Disaster Assistance A4960 1,577 TOTAL Federal Aid 0 1,577 TOTAL Revenues 3,888,145 3,446,501",2062555,4
2062555_50_0,1536,1188,0.0858683,0.127528264,0.92639744,0.28001368,table,0.9317418,../data/bo767_bs16/2062555_50.jpg,0.1270711799999999,"Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash In Time Deposits 147,497 H201 87,322 TOTAL Cash 147,497 87,322 Due From Other Funds H391 1,072 TOTAL Due From Other Funds 0 1,072 TOTAL Assets 147,497 88,394",2062555,50
2062555_51_0,1536,1188,0.09197335,0.10398512,0.98255527,0.4080248,table,0.96657634,../data/bo767_bs16/2062555_51.jpg,0.2533664,"(H CAPITAL PROJECTS Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 12,681 H600 3,730 TOTAL Accounts Payable 12,681 3,730 Bond Anticipation Notes Payable H626 TOTAL Notes Payable 0 0 Due To Other Funds H630 915 TOTAL Due To Other Funds 0 915 TOTAL Liabilities 12,681 4,645 Committed Fund Balance H913 83,749 TOTAL Committed Fund Balance 0 83,749 Unreserved Fund Balance Unappropriated 134,816 H911 TOTAL Unassigned Fund Balance 134,816 TOTAL Fund Equity 134,816 83,749 TOTAL Liabilities And Fund Equity 147,497 88,394",2062555,51
2062555_52_0,1536,1188,0.08368255,0.104860128,0.92415434,0.40250304,table,0.9666429,../data/bo767_bs16/2062555_52.jpg,0.2480357599999999,"(H CAPITAL PROJECTS Results of Operation Code Description 2010 EdpCode 2011 Revenues Interest And Earnings 870 H2401 444 TOTAL Use of Money And Property 870 444 Refunds of Prior Year's Expenditures H2701 12,681 Unclassified (specify) H2770 266,642 Additional Description Transfers from Parkland & Hoffman Trusts TOTAL Miscellaneous Local Sources 0 279,323 TOTAL Revenues 870 279,767 Bond Anticipation Notes 70,000 H5730 34,000 Bans Redeemed From Appropriations H5731 145,000 TOTAL Proceeds of Obligations 70,000 179,000 TOTAL Other Sources 70,000 179,000 TOTAL Detall Revenues And Other Sources 70,870 458,767",2062555,52
2062555_53_0,1536,1188,0.07317194,0.0672844239999999,0.919174,0.60931456,table,0.9645408,../data/bo767_bs16/2062555_53.jpg,0.45169178,"For the Fiscal Year Ending 2011 (H) CAPITAL PROJECTS Results of Operation Code Description 2010 EdpCode 2011 Expenditures Buildings.Equip & Cap Outlay H16202 143,317 TOTAL Bulldings 0 143,317 Central Data Process & Cap Outlay H16802 17,721 TOTAL Central Data Process & Cap Outlay 0 17,721 TOTAL General Government Support 0 161,038 Machinery,Equip & Cap Outlay H51302 32,928 TOTAL Machinery 0 32,928 TOTAL Transportation 32,928 Parks,Equip & Cap Outlay 279,416 H71102 143,592 TOTAL Parks 279,416 143,592 TOTAL Culture And Recreation 279,416 143,592 Other Home & Comm Serv,Equip & Cap Outlay 112,828 H89972 4,989 TOTAL Other Home & Comm Serv 112,828 4,989 TOTAL Home And Community Services 112,828 4,989 Debt Principal Bond Anticipation Notes H97306 TOTAL Debt Principal 0 0 TOTAL Expenditures 392,244 342,547 Transfers,Other Funds H99019 22,287 TOTAL Operating Transfers 0 22,287 TOTAL Other Uses 0 22,287 TOTAL Detall Expenditures And Other Uses 392,244 364,834",2062555,53
2062555_54_0,1536,1188,0.09415363,0.12924706,0.9371883,0.286603,table,0.9423341,../data/bo767_bs16/2062555_54.jpg,0.13112995,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity -Beginning of Year 456,190 H8021 134,816 Prior Period Adj -Decrease In Fund Equity H8015 145,000 Restated Fund Equity-Beg of Year 456,190 H8022 -10,184 ADD-REVENUES AND OTHER SOURCES 70,870 458,767 DEDUCT-EXPENDITURES AND OTHER USES 392,244 364.834 Fund Equity-End of Year 134,816 H8029 83,749",2062555,54
2062555_55_0,1536,1188,0.072562054,0.128438956,0.92454064,0.27864778,table,0.95273787,../data/bo767_bs16/2062555_55.jpg,0.12517402,"Balance Sheet Code Description 2010 EdpCode 2011 Assets Land 2,768,784 K101 2,979,342 Buildings 7.446.088 K102 7,575,495 Machinery & Equipment 1,656,003 K104 1,755,373 TOTAL Fixed Assets net) 11,870,875 12,310,210 TOTAL Assets 11,870,875 12,310,210",2062555,55
2062555_56_0,1536,1188,0.094873175,0.13441012,0.96704566,0.26068684,table,0.9519611,../data/bo767_bs16/2062555_56.jpg,0.1052305999999999,"Balance Sheet Code Description 2010 EdpCode 2011 Fund Equity Total Non-Current Govt Assets 11,870,875 K159 12,310,210 TOTAL Investments in Non-Current Government Assets 11,870,875 12,310,210 TOTAL Fund Equity 11,870,875 12,310,210 TOTAL Liabilities And Fund Equity 11,870,875 12,310,210",2062555,56
2062555_57_0,1536,1188,0.07164456,0.128703288,0.92569923,0.24043734,table,0.9016906,../data/bo767_bs16/2062555_57.jpg,0.0931117099999999,Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash In Time Deposits 156 SM201 344 TOTAL Cash 156 344 TOTAL Assets 156 344,2062555,57
2062555_58_0,1536,1188,0.09602433,0.129908964,0.9720573,0.2946369,table,0.9589069,../data/bo767_bs16/2062555_58.jpg,0.1372732799999999,Balance Sheet Code Description 2010 EdpCode 2011 Fund Equity Assigned Unappropriated Fund Balance SM915 344 TOTAL Asslgned Fund Balance 344 Unreserved Fund Balance Unappropriated 156 SM911 TOTAL Unassigned Fund Balance 156 0 TOTAL Fund Equity 156 344 TOTAL Liabilities And Fund Equity 156 344,2062555,58
2062555_59_0,1536,1188,0.07676658,0.125073984,0.9186575,0.3035217,table,0.9671253,../data/bo767_bs16/2062555_59.jpg,0.14870643,"Results of Operation Code Description 2010 EdpCode 2011 Revenues Real Property Taxes 53,125 SM1001 68,500 TOTAL Real Property Taxes 53,125 68,500 Interest And Earnings 131 SM2401 188 TOTAL Use of Money And Property 131 188 TOTAL Revenues 53,256 68,688 TOTAL Detall Revenues And Other Sources 53,256 68,688",2062555,59
2062555_5_0,1536,1188,0.08126916,0.135430816,0.92345124,0.2700145,table,0.94006586,../data/bo767_bs16/2062555_5.jpg,0.11215307,"Results of Operation Code Description 2010 EdpCode 2011 Other Sources Interfund Transfers A5031 17,440 TOTAL Interfund Transfers 0 17,440 TOTAL Other Sources 0 17,440 TOTAL Detail Revenues And Other Sources 3,888,145 3,463,941",2062555,5
2062555_60_0,1536,1188,0.08581793,0.12160386,0.92934513,0.34175178,table,0.95310223,../data/bo767_bs16/2062555_60.jpg,0.1834566,"SM MISCELLANEOUS Results of Operation Code Description 2010 EdpCode 2011 Expenditures Debt Principal,Bond Anticipation Notes 50,000 SM97306 67,000 TOTAL Debt Principal 50,000 67,000 Debt Interest, Bond Anticipation Notes 3,125 SM97307 1,500 TOTAL Debt Interest 3,125 1,500 TOTAL Expenditures 53,125 68,500 TOTAL Detall Expenditures And Other Uses 53,125 68,500",2062555,60
2062555_61_0,1536,1188,0.07784021,0.12290932,0.9291731,0.2623948,table,0.9407076,../data/bo767_bs16/2062555_61.jpg,0.1162378999999999,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity -Beginning of Year 25 SM8021 156 Restated Fund Equity-Beg of Year 25 SM8022 156 ADD-REVENUES ANDOTHER SOURCES 53,256 68,688 DEDUCT-EXPENDITURES AND OTHER USES 53,125 68,500 Fund Equity -End of Year 156 SM8029 344",2062555,61
2062555_64_0,1536,1188,0.09109694,0.13162147,0.9266931,0.26747173,table,0.9571485,../data/bo767_bs16/2062555_64.jpg,0.11320855,"Results of Operation Code Description 2010 EdpCode 2011 Revenues Sewer Serv Other Govts 35,400 SS2374 33,600 TOTAL Intergovernmental Charges 35,400 33,600 TOTAL Revenues 35,400 33,600 TOTAL Detail Revenues And Other Sources 35,400 33,600",2062555,64
2062555_65_0,1536,1188,0.078013375,0.12283218,0.9216322,0.3421953,table,0.95395756,../data/bo767_bs16/2062555_65.jpg,0.1828025999999999,"(SSSEWER Results of Operatior Code Description 2010 EdpCode 2011 Expenditures Debt Principal,Serial Bonds 30,000 SS97106 30,000 TOTAL Debt Principal 30,000 30,000 Debt Interest, Serial Bonds 5,400 SS97107 3,600 TOTAL Debt Interest 5,400 3,600 TOTAL Expenditures 35,400 33,600 TOTAL Detail Expenditures And Other Uses 35,400 33,600",2062555,65
2062555_66_0,1536,1188,0.086370565,0.129339232,0.938426,0.2679388,table,0.9263984,../data/bo767_bs16/2062555_66.jpg,0.1154996399999999,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year SS8021 Restated Fund Equity-Beg of Year SS8022 ADD-REVENUES AND OTHER SOURCES 35,400 33,600 DEDUCT-EXPENDITURES AND OTHERUSES 35,400 33,600 Fund Equity-End of Year SS8029",2062555,66
2062555_67_0,1536,1188,0.076458365,0.149238876,0.9094474,0.25340268,table,0.9311706,../data/bo767_bs16/2062555_67.jpg,0.0868031699999999,"Budget Summary Code Description 2011 EdpCode 2012 Estimated Revenues Est Rev-Departmental Income 33,600 SS1299N 31,800 TOTAL Estimated Revenues 33,600 31,800 TOTAL Estimated Revenues And Other Sources 33,600 31,800",2062555,67
2062555_68_0,1536,1188,0.09810511,0.145496472,0.91707426,0.250833,table,0.9017149,../data/bo767_bs16/2062555_68.jpg,0.0877804399999999,"Budget Summary Code Description 2011 EdpCode 2012 Appropriations App-Debt Service 33,600 SS9899N 31,800 TOTAL Appropriations 33,600 31,800 TOTAL Appropriations And Other Uses 33,600 31,800",2062555,68
2062555_69_0,1536,1188,0.07600476,0.1090207,0.9263537,0.36240634,table,0.96896124,../data/bo767_bs16/2062555_69.jpg,0.2111547,"(SW)WATER Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash 42,108 SW200 44,319 Cash In Time Deposits 15,581 SW201 18,933 TOTAL Cash 57,689 63,252 Water Rents Receivable 22,273 SW350 19,593 TOTAL Other Receivables (net) 22,273 19,593 Due From Other Governments SW440 TOTAL Due From Other Governments 0 Prepaid Expenses 12,014 SW480 15,769 TOTAL Prepaid Expenses 12,014 15,769 TOTAL Assets 91,976 98,614",2062555,69
2062555_6_0,1536,1188,0.08368028,0.0,0.9185079,0.9442792,table,0.9685311,../data/bo767_bs16/2062555_6.jpg,0.79179046,"TOWN OF Pawling Annual Update Document For the Fiscal Year Ending 2011 (A) GENERAL Results of Operation Code Description 2010 EdpCode 2011 Expenditures Legislative BoardPers Serv 45,271 A10101 30,440 Legislative Board,Contr Expend 1,563 A10104 1,593 TOTAL Legislative Board 46,834 32,033 Municipal Court, Pers Serv 62,402 A11101 68,396 Municipal Court Equip & Cap Outlay 4,363 A11102 Municipal Court Contr Expend 9,355 A11104 7,587 TOTAL Munlclpal Court 76,120 75,983 Supervisor,pers Serv 19,500 A12201 27,060 Supervisor,equip &Cap Outlay 635 A12202 847 Supervisor,contr Expend 4,918 A12204 5,070 TOTAL Supervisor 25,053 32,977 Auditor.Contr Expend A13204 TOTAL Auditor  0 Tax Collection,pers Serv 15,176 A13301 16,690 Tax Collection,equip & Cap Outlay 397 A13302 Tax Collection,contr Expend 5,738 A13304 7,292 TOTAL Tax Collection 21,311 23,982 BudgetPers Serv 52,741 A13401 54,278 Budget Equip &Cap Outlay 18,673 A13402 1,900 Budget,Contr Expend 11,820 A13404 8,797 TOTAL Budget  83,234 64,975 Assessment,Pers Serv 46,479 A13551 52,419 Assessment, Equip & Cap Outlay 487 A13552 Assessment, Contr Expend 3,290 A13554 6,632 TOTAL Assessment 50,256 59,051 Clerk,pers Serv 81,537 A14101 90,374 Clerk,equip & Cap Outlay 1,187 A14102 14,535 Clerk.contr Expend 6,758 A14104 5,923 TOTAL Clerk 89,482 110,832 Law.Pers Serv 40,000 A14201 41,000 Law.Contr Expend 29,008 A14204 36,059 TOTAL Law 69,008 77,059 Engineer,Contr Expend 33,654 A14404 9,060 TOTAL Engineer 33,654 9,060 ElectionsContr Expend A14504 13,744 TOTAL Elections 13,744 Central Services Admin,contr Expend 5,076 A16104 7,441 TOTAL Central Services Admin 5,076 7,441 BuildingsPers Serv 172,104 A16201 142,535 Buildings,Equip &Cap Outlay 307,364 A16202 10,262 Buildings,Contr Expend 119,654 A16204 155,500 TOTAL Bulldings 599,122 308,297 Central Comm System,Contr Expend 4,385 A16504 4,312 TOTAL Central Comm System 4,385 4,312",2062555,6
2062555_70_0,1536,1188,0.09019983,0.0979938639999999,0.96786696,0.43963012,table,0.9638171,../data/bo767_bs16/2062555_70.jpg,0.28469688,"(SW) WATER Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Accounts Payable 3,745 SW600 2,921 TOTAL Accounts Payable 3,745 2,921 Due To Other Funds 51,788 SW630 17,960 TOTAL Due To Other Funds 51,788 17,960 TOTAL Liabilities 55,533 20,881 Not in Spendable Form SW806 15,769 Must Remain Intact SW807 TOTAL Nonspendable Fund Balance 15,769 Assigned Unappropriated Fund Balance SW915 61,964 TOTAL Assigned Fund Balance 0 61,964 Unreserved Fund Balance Unappropriated 36,443 SW911 Unassigned Fund Balance SW917 TOTAL Unassigned Fund Balance 36,443 0 TOTAL Fund Equity 36,443 77,733 TOTAL Liabilities And Fund Equity 91,976 98,614",2062555,70
2062555_71_0,1536,1188,0.07789373,0.09660921,0.9232964,0.43102455,table,0.96916825,../data/bo767_bs16/2062555_71.jpg,0.27867945,"(SW)WATER Results of Operation Code Description 2010 EdpCode 2011 Revenues Real Property Taxes 21,022 SW1001 19,825 TOTAL Real Property Taxes 21,022 19,825 Metered Water Sales 72,059 SW2140 70,760 TOTAL Departmental Income 72,059 70,760 Interest And Earnings 93 SW2401 90 TOTAL Use of Money And Property 93 90 Insurance Recoveries SW2680 TOTAL Sale of Property And Compensation For Loss 0 10 TOTAL Revenues 93,174 90,675 Interfund Transfers SW5031 9,846 TOTAL Interfund Transfers 0 9,846 TOTAL Other Sources 0 9,846 TOTAL Detall Revenues And Other Sources 93,174 100,521",2062555,71
2062555_72_0,1536,1188,0.08025672,0.0508650519999999,0.91897583,0.6921442,table,0.9612403,../data/bo767_bs16/2062555_72.jpg,0.53439929,"Annual Update Document For the Fiscal Year Ending 2011 (SW)WATER Results of Operation Code Description 2010 EdpCode 2011 Expenditures Payment of Mta Payroll Tax.Contr Expend SW19804 11 TOTAL Payment of Mta Payroll Tax 11 TOTAL General Government Support 0 11 Water Administration,Pers Serv 3,044 SW83101 3,136 Water Administration, Contr Expend 2,357 SW83104 2,823 TOTAL Water Administration 5,401 5,959 Water Purification,Contr Expend 7.176 SW83304 4,363 TOTAL Water Purification 7,176 4,363 Water Trans & DistribContr Expend 43,144 SW83404 30,104 TOTAL Water Trans &Distrib 43,144 30,104 TOTAL Home And Community Services 55,721 40,426 Social Security.Empl Bnfts 243 SW90308 238 TOTAL Employee Benefits 243 238 Debt Principal,Serial Bonds 10,000 SW97106 10,000 Debt Principal,Bond Anticipation Notes 4,000 SW97306 4,000 TOTAL Debt Princlpal 14,000 14,000 Debt Interest, Serial Bonds 4,192 SW97107 4,168 Debt Interest, Bond Anticipation Notes 1,113 SW97307 388 TOTAL Debt Interest 5,305 4,556 TOTAL Expenditures 75,269 59,231 Transfers,Other Funds SW99019 TOTAL Operating Transfers 0 0 TOTAL Other Uses 0 TOTAL Detail Expenditures And Other Uses 75,269 59,231",2062555,72
2062555_73_0,1536,1188,0.0755455,0.129476332,0.9267155,0.2672686,table,0.9345712,../data/bo767_bs16/2062555_73.jpg,0.11482689,"Changes in Fund Equity Code Description 2010 EdpCode 2011 ANALYSIS OF CHANGES IN FUND EQUITY Fund Equity-Beginning of Year 18,538 SW8021 36,443 Restated Fund Equity-Beg of Year 18,538 SW8022 36,443 ADD-REVENUES AND OTHER SOURCES 93,174 100,521 DEDUCT-EXPENDITURES AND OTHER USES 75,269 59,231 Fund Equity-End of Year 36,443 SW8029 77733",2062555,73
2062555_74_0,1536,1188,0.086084574,0.139618784,0.91361654,0.30397934,table,0.9494977,../data/bo767_bs16/2062555_74.jpg,0.13696713,"Budget Summary Code Description 2011 EdpCode 2012 Estimated Revenues Est Rev-Real Property Taxes 19,825 SW1049N 24,176 Est Rev-Departmental Income 71,160 SW1299N 62,608 TOTAL Estimated Revenues 90,985 86,784 Appropriated Fund Balance 1,191 SW599N O TOTAL Estimated Other Sources 1,191 0 TOTAL Estimated Revenues And Other Sources 92,176 86,784",2062555,74
2062555_75_0,1536,1188,0.078838155,0.14213144,0.90959555,0.2864102,table,0.9488543,../data/bo767_bs16/2062555_75.jpg,0.1202323,"Budget Summary Code Description 2011 EdpCode 2012 Appropriations App-Home And Community Services 62,267 SW8999N 62,352 App-Employee Benefits 254 SW9199N 256 App-Debt Service 29,655 SW9899N 24,176 TOTAL Appropriations 92,176 86,784 TOTAL Appropriations And Other Uses 92,176 86,784",2062555,75
2062555_76_0,1536,1188,0.08954979,0.108853988,0.9261361,0.2794115,table,0.9603827,../data/bo767_bs16/2062555_76.jpg,0.1421312599999999,"Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash 24,417 TA200 62,369 Time Deposits 425,438 TA201 207,993 TOTAL Cash 449,855 270,362 Due From Other Funds 70,586 TA391 5,195 TOTAL Due From Other Funds 70,586 5,195 TOTAL Assets 520,441 275,557",2062555,76
2062555_77_0,1536,1188,0.09220274,0.093371708,0.9757189,0.4633211,table,0.96245664,../data/bo767_bs16/2062555_77.jpg,0.30829116,"(TA) AGENCY Balance Sheet Code Description 2010 EdpCode 2011 Liabilities Due To Other Funds 76,077 TA630 42,020 TOTAL Due To Other Funds 76,077 42,020 Due To Other Governments TA631 193 TOTAL Due To Other Governments 0 193 Deferred Compensation 749 TA17 State Retirement 1.741 TA18 3,178 Group Insurance 740 TA20 901 Nys Income Tax TA21 2,188 Federal Income Tax TA22 11,061 Income Executions 565 TA23 Assoc &Union Dues 964 TA24 738 Social Security Tax TA26 15,383 Guaranty & Bid Deposits 316,469 TA30 77,326 Other Funds (specify) 123,136 TA85 122,569 TOTAL Agency Liabilities 444,364 233,344 TOTAL Liabilities 520,441 275,557 TOTAL Liabilities And Fund Equlty 520,441 275,557",2062555,77
2062555_78_0,1536,1188,0.089461856,0.133931628,0.92841935,0.24437286,table,0.9224981,../data/bo767_bs16/2062555_78.jpg,0.09203436,"Balance Sheet Code Description 2010 EdpCode 2011 Assets Cash 883.491 TE200 789,665 TOTAL Cash 883,491 789,665 TOTAL Assets 883,491 789,665",2062555,78
2062555_79_0,1536,1188,0.07971153,0.12406746,0.9625142,0.3079452,table,0.9688003,../data/bo767_bs16/2062555_79.jpg,0.1532314499999999,"OKEOSLTROST Balance Sheet Code Description 2010 EdpCode 2011 Fund Equity Miscellaneous Reserve (specify) 704,651 TE889 TOTAL Restricted Fund Balance 704,651 0 Net Assets-Restricted For Other Purposes 178,840 TE923 178,840 Net Assets-Non Restricted TE924 610,825 TOTAL Assigned Fund Balance 178,840 789,665 TOTAL Fund Equity 883,491 789,665 TOTAL Liabilities And Fund Equity 883,491 789,665",2062555,79
